_key,Event_ID,team,event_team,event_time,event_type,action_player_1,action_player_2
947,947,Denmark,home,24,Yellow card,kristensen,
948,948,Denmark,home,46,Substitution,damsgaard,dolberg
949,949,Denmark,home,65,Substitution,jensen,delaney
950,950,Denmark,home,65,Substitution,lindstr酶m,kj忙r
951,951,Denmark,home,65,Substitution,cornelius,skov olsen
952,952,Tunisia,away,67,Substitution,sliti,Dr盲ger
953,953,Denmark,home,78,Yellow card,jensen,
954,954,Tunisia,away,80,Substitution,la茂douni,Abdi
955,955,Tunisia,away,80,Substitution,Kechrida,msakni
956,956,Tunisia,away,86,Yellow card,Kechrida,jebali
957,957,Tunisia,away,88,Substitution,Sliti,Slimane
958,958,Tunisia,away,88,Substitution,Talbi,dr盲ger
959,959,Argentina,home,10,Penalty,messi,la茂douni
960,960,Argentina,home,28,Disallowed goal,messi,
961,961,Saudi Arabia,away,49,Substitution,al-faraj,al-buraikan
962,962,Saudi Arabia,away,48,Goal,al-shehri,
963,963,Saudi Arabia,away,53,Goal,al-dawsari,
964,964,Argentina,home,59,Substitution,mart铆nez,romero
965,965,Argentina,home,59,Substitution,谩lvarez,romero
966,966,Argentina,home,59,Substitution,fern谩ndez,g贸mez
967,967,Saudi Arabia,away,67,Yellow card,al-malki,
968,968,Argentina,home,71,Substitution,acu帽a,paredes
969,969,Saudi Arabia,away,75,Yellow card,al-bulaihi,tagliafico
970,970,Saudi Arabia,away,78,Substitution,al-ghanam,al-shehri
971,971,Saudi Arabia,away,79,Yellow card,al-dawsari,
972,972,Saudi Arabia,away,82,Yellow card,abdulhamid,
973,973,Saudi Arabia,away,88,Substitution,al-amri,al-buraikan
974,974,Saudi Arabia,away,88,Yellow card,al-breik,
975,975,Saudi Arabia,away,89,Substitution,Al-Hassan,Al-Najei
976,976,Saudi Arabia,away,92,Yellow card,al-owais,
977,977,Saudi Arabia,away,99,Substitution,al-breik,al-shahrani
978,978,USA,home,11,Yellow card,dest,
979,979,USA,home,13,Yellow card,mckennie,
980,980,USA,home,36,Goal,weah,
981,981,Wales,away,40,Yellow card,bale,pulisic
982,982,Wales,away,48,Yellow card,mepham,
983,983,Wales,away,45,Substitution,moore,Ward
984,984,USA,home,51,Yellow card,ream,james
985,985,USA,home,66,Substitution,Robinson,Musah
986,986,USA,home,74,Substitution,wright,mckennie
987,987,USA,home,74,Substitution,Ferreira,sargent
988,988,USA,home,75,Substitution,Pulisic,dest
989,989,Wales,away,79,Substitution,ampadu,Moore
990,990,Wales,away,82,Penalty,bale,williams
991,991,USA,home,88,Substitution,Ream,Wright
992,992,Wales,away,93,Substitution,Roberts,Ampadu
993,993,Wales,away,95,Substitution,James,wilson
994,994,USA,home,100,Yellow card,Dest,
995,995,Netherlands,away,56,Yellow card,de ligt,
996,996,Netherlands,away,62,Substitution,memphis,Janssen
997,997,Senegal,home,62,Substitution,jakobs,Ciss茅
998,998,Senegal,home,69,Substitution,Gueye,diallo
999,999,Senegal,home,73,Substitution,Mendy,dia
1000,1000,Senegal,home,73,Substitution,gueye,diatta
1001,1001,Netherlands,away,79,Substitution,klaassen,Timber
1002,1002,Netherlands,away,79,Substitution,koopmeiners,bergwijn
1003,1003,Netherlands,away,84,Goal,gakpo,berghuis
1004,1004,Senegal,home,94,Yellow card,mendy,de jong
1005,1005,Netherlands,away,94,Substitution,de roon,Koopmeiners
1006,1006,Senegal,home,96,Yellow card,gueye,gakpo
1007,1007,Netherlands,away,99,Goal,klaassen,
1008,1008,Iran,away,20,Substitution,hosseini,beiranvand
1009,1009,Iran,away,25,Yellow card,jahanbakhsh,beiranvand
1010,1010,England,home,35,Goal,bellingham,
1011,1011,England,home,43,Goal,saka,shaw
1012,1012,England,home,46,Goal,sterling,maguire
1013,1013,Iran,away,45,Substitution,ezatolahi,Hajsafi
1014,1014,Iran,away,45,Substitution,gholizadeh,karimi
1015,1015,Iran,away,45,Substitution,Mohammadi,jahanbakhsh
1016,1016,Iran,away,48,Yellow card,pouraliganji,cheshmi
1017,1017,England,home,62,Goal,saka,
1018,1018,Iran,away,63,Substitution,Ezatolahi,Jahanbakhsh
1019,1019,Iran,away,65,Goal,taremi,mohammadi
1020,1020,England,home,70,Substitution,Bellingham,Shaw
1021,1021,England,home,71,Substitution,rashford,maguire
1022,1022,England,home,71,Substitution,sterling,saka
1023,1023,England,home,71,Substitution,foden,sterling
1024,1024,England,home,71,Goal,rashford,mount
1025,1025,England,home,76,Substitution,Rice,kane
1026,1026,Iran,away,77,Substitution,Pouraliganji,Taremi
1027,1027,England,home,90,Goal,kane,
1028,1028,Iran,away,103,Penalty,taremi,
1029,1029,Ecuador,away,4,Disallowed goal,valencia,
1030,1030,Qatar,home,15,Yellow card,al sheeb,
1031,1031,Ecuador,away,16,Penalty,valencia,
1032,1032,Qatar,home,22,Yellow card,Afif,
1033,1033,Ecuador,away,29,Yellow card,caicedo,
1034,1034,Ecuador,away,31,Goal,valencia,
1035,1035,Qatar,home,36,Yellow card,boudiaf,preciado
1036,1036,Ecuador,away,56,Yellow card,m茅ndez,
1037,1037,Ecuador,away,68,Substitution,Valencia,Preciado
1038,1038,Qatar,home,71,Substitution,Almoez,Pedro
1039,1039,Qatar,home,72,Substitution,Barsham,al haydos
1040,1040,Ecuador,away,77,Substitution,Plata,M茅ndez
1041,1041,Qatar,home,78,Yellow card,afif,valencia
1042,1042,Ecuador,away,90,Substitution,franco,estrada
